,title,link,author,author_link,date
253,The effects of obesity on skeletal muscle contractile function,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-obesity-on-skeletal-muscle-contractile-function,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis,Jul 2018
254,The effects of the Mediterranean diet on rheumatoid arthritis prevention and treatment: a systematic review of human prospective studies,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-the-mediterranean-diet-on-rheumatoid-arthritis-pre,,,May 2018
255,"The influence of caffeine expectancies on sport, exercise and cognitive performance",https://pureportal.coventry.ac.uk/en/publications/the-influence-of-caffeine-expectancies-on-sport-exercise-and-cogn,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis,17 Oct 2018
256,"The perceptual responses to high-velocity, low-load and low-velocity, high-load resistance exercise in older adults",https://pureportal.coventry.ac.uk/en/publications/the-perceptual-responses-to-high-velocity-low-load-and-low-veloci,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2018
257,The relationship of gross upper and lower limb motor competence to measures of health and fitness in adolescents aged 13–14 years,https://pureportal.coventry.ac.uk/en/publications/the-relationship-of-gross-upper-and-lower-limb-motor-competence-t,,,8 Mar 2018
258,"Thermodynamics, transport phenomena, and electrochemistry of external field-assisted nonthermal food technologies",https://pureportal.coventry.ac.uk/en/publications/thermodynamics-transport-phenomena-and-electrochemistry-of-extern,,,24 Jul 2018
259,Thermoregulation following spinal cord injury,https://pureportal.coventry.ac.uk/en/publications/thermoregulation-following-spinal-cord-injury,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price,2018
260,The Validity of the Push Band 2.0 during Vertical Jump Performance,https://pureportal.coventry.ac.uk/en/publications/the-validity-of-the-push-band-20-during-vertical-jump-performance,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy,5 Nov 2018
261,"Three Pillars of Novel Nonthermal Food Technologies: Food Safety, Quality, and Environment",https://pureportal.coventry.ac.uk/en/publications/three-pillars-of-novel-nonthermal-food-technologies-food-safety-q,,,8 Jul 2018
262,Turning an old GADDget into a troublemaker,https://pureportal.coventry.ac.uk/en/publications/turning-an-old-gaddget-into-a-troublemaker,,,6 Mar 2018
263,"Whole body precooling attenuates the extracellular HSP72, IL-6 and IL-10 responses after an acute bout of running in the heat",https://pureportal.coventry.ac.uk/en/publications/whole-body-precooling-attenuates-the-extracellular-hsp72-il-6-and,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee,2018
264,Zc3h13/Flacc is required for adenosine methylation by bridging the mRNA binding factor Rbm15/Spenito to the m6A machinery component Wtap/Fl(2)d,https://pureportal.coventry.ac.uk/en/publications/zc3h13flacc-is-required-for-adenosine-methylation-by-bridging-the,,,2018
265,Altering visual feedback conditions impacts on postural sway performance in children after controlling for body mass index and habitual physical activity,https://pureportal.coventry.ac.uk/en/publications/altering-visual-feedback-conditions-impacts-on-postural-sway-perf-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,31 Dec 2017
266,An investigation to understand and evaluate the best ways to educate for and promote integrated working across the health and care sectors.,https://pureportal.coventry.ac.uk/en/publications/an-investigation-to-understand-and-evaluate-the-best-ways-to-educ,,,14 Jun 2017
267,Antibiofilm activity of Prosopis africana and Uvaria chamae extracts against preformed biofilm of Clostridium difficile and Propionibacterium acnes strains,https://pureportal.coventry.ac.uk/en/publications/antibiofilm-activity-of-prosopis-africana-and-uvaria-chamae-extra,"Aldsworth, T.",https://pureportal.coventry.ac.uk/en/persons/tim-aldsworth,Jul 2017
268,Attenuation of Sunitinib-induced cardiotoxicity through the A3 adenosine receptor activation,https://pureportal.coventry.ac.uk/en/publications/attenuation-of-sunitinib-induced-cardiotoxicity-through-the-a3-ad,"Sandhu, H.",https://pureportal.coventry.ac.uk/en/persons/hardip-sandhu,5 Nov 2017
269,Autonomous motivation mediates the relation between goals for physical activity and physical activity behavior in adolescents,https://pureportal.coventry.ac.uk/en/publications/autonomous-motivation-mediates-the-relation-between-goals-for-phy-2,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,1 Apr 2017
270,Bioactive compounds in agricultural and food production waste,https://pureportal.coventry.ac.uk/en/publications/bioactive-compounds-in-agricultural-and-food-production-waste,,,21 Aug 2017
271,"Birthweight, HIV exposure and infant feeding as predictors of malnutrition in Botswanan infants",https://pureportal.coventry.ac.uk/en/publications/predictors-of-malnutrition-in-botswanan-infants-during-their-firs,,,Dec 2017
272,Born with Albinism In Africa,https://pureportal.coventry.ac.uk/en/publications/born-with-albinism-in-africa,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund,Nov 2017
273,Calibration of GENEActiv accelerometer wrist cut-points for the assessment of physical activity intensity of pre-school aged children,https://pureportal.coventry.ac.uk/en/publications/calibration-of-geneactiv-accelerometer-wrist-cut-points-for-the-a,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james,Aug 2017
274,Carbohydrate Mouth Rinse Improves Morning High-Intensity Exercise Performance,https://pureportal.coventry.ac.uk/en/publications/carbohydrate-mouth-rinse-improves-morning-high-intensity-exercise,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,2017
275,Changes in kinematics and arm–leg coordination during a 100-m breaststroke swim,https://pureportal.coventry.ac.uk/en/publications/changes-in-kinematics-and-armleg-coordination-during-a-100-m-brea-2,"Oxford, S. W.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford,2017
276,Cocoa and Chocolate their clinical benefits: Insights in study design,https://pureportal.coventry.ac.uk/en/publications/cocoa-and-chocolate-their-clinical-benefits-insights-in-study-des,,,3 Jul 2017
277,Do Irish adolescents have adequate functional movement skill and confidence?,https://pureportal.coventry.ac.uk/en/publications/do-irish-adolescents-have-adequate-functional-movement-skill-and-,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2017
278,Effect of cadence on locomotor–respiratory coupling during upper-body exercise,https://pureportal.coventry.ac.uk/en/publications/effect-of-cadence-on-locomotorrespiratory-coupling-during-upper-b-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price,2017
279,Effects of cooling before and during simulated match play on thermoregulatory responses of athletes with tetraplegia,https://pureportal.coventry.ac.uk/en/publications/effects-of-cooling-before-and-during-simulated-match-play-on-ther,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price,Sep 2017
280,Endurance capacity and neuromuscular fatigue following high- vs moderate-intensity endurance training: A randomized trial,https://pureportal.coventry.ac.uk/en/publications/endurance-capacity-and-neuromuscular-fatigue-following-high-vs-mo,,,Dec 2017
281,"Erratum to: HFE mRNA expression is responsive to intracellular and extracellular iron loading: short communication (Molecular Biology Reports, (2017), 44, 5, (399-403), 10.1007/s11033-017-4123-2)",https://pureportal.coventry.ac.uk/en/publications/erratum-to-hfe-mrna-expression-is-responsive-to-intracellular-and,"Farnaud, S.",https://pureportal.coventry.ac.uk/en/persons/sebastien-farnaud,1 Oct 2017
282,Heat and Hypoxic Acclimation Increase Monocyte Heat Shock Protein 72 but Do Not Attenuate Inflammation following Hypoxic Exercise,https://pureportal.coventry.ac.uk/en/publications/heat-and-hypoxic-acclimation-increase-monocyte-heat-shock-protein,"Lee, B. J.",https://pureportal.coventry.ac.uk/en/persons/ben-lee,16 Oct 2017
283,HFE mRNA expression is responsive to intracellular and extracellular iron loading: short communication,https://pureportal.coventry.ac.uk/en/publications/hfe-mrna-expression-is-responsive-to-intracellular-and-extracellu,"Farnaud, S.",https://pureportal.coventry.ac.uk/en/persons/sebastien-farnaud,19 Sep 2017
284,High but not moderate-intensity endurance training increases pain tolerance: a randomised trial,https://pureportal.coventry.ac.uk/en/publications/high-but-not-moderate-intensity-endurance-training-increases-pain,,,Nov 2017
285,Hormonal and Genetic Biomarkers for Predicting Risk of Perinatal Depression,https://pureportal.coventry.ac.uk/en/publications/hormonal-and-genetic-biomarkers-for-predicting-risk-of-perinatal-,,,25 Sep 2017
286,Impact of time and work:rest ratio matched sprint interval training programmes on performance: A randomised controlled trial,https://pureportal.coventry.ac.uk/en/publications/impact-of-time-and-workrest-ratio-matched-sprint-interval-trainin,,,Nov 2017
287,Injury Surveillance of Female Adult Zumba® Dancers,https://pureportal.coventry.ac.uk/en/publications/injury-surveillance-of-female-adult-zumba-dancers-2,"Domene, P. A.",https://pureportal.coventry.ac.uk/en/persons/pablo-domene,1 Dec 2017
288,Is the Ergogenicity of Caffeine Affected by Increasing Age? The Direct Effect of a Physiological Concentration of Caffeine on the Power Output of Maximally Stimulated EDL and Diaphragm Muscle Isolated From the Mouse,https://pureportal.coventry.ac.uk/en/publications/is-the-ergogenicity-of-caffeine-affected-by-increasing-age-the-di-2,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis,Apr 2017
289,Learning To Suffer: High- But Not Moderate-intensity Training Increases Pain Tolerance: Results From A Randomised Study,https://pureportal.coventry.ac.uk/en/publications/learning-to-suffer-high-but-not-moderate-intensity-training-incre,,,2017
290,Live Attenuated Influenza Vaccine contains Substantial and Unexpected Amounts of Defective Viral Genomic RNA,https://pureportal.coventry.ac.uk/en/publications/live-attenuated-influenza-vaccine-contains-substantial-and-unexpe,"Gould, P. S.",https://pureportal.coventry.ac.uk/en/persons/phillip-gould,21 Sep 2017
291,Low fundamental movement skill proficiency is associated with high BMI and body fatness in girls but not boys aged 6-11 years old,https://pureportal.coventry.ac.uk/en/publications/low-fundamental-movement-skill-proficiency-is-associated-with-hig-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2017
292,Modification of n-type and p-type semiconductor sensor devices for security applications,https://pureportal.coventry.ac.uk/en/publications/modification-of-n-type-and-p-type-semiconductor-sensor-devices-fo,"Tarttelin Hernandez, P.",https://pureportal.coventry.ac.uk/en/persons/paula-tarttelin-hernandez,2017
293,Nanotechnology in Microbial Food Safety,https://pureportal.coventry.ac.uk/en/publications/nanotechnology-in-microbial-food-safety,,,3 Mar 2017
294,No dose-response effect of carbohydrate mouth rinse concentration on 5 km running performance in recreational athletes,https://pureportal.coventry.ac.uk/en/publications/no-dose-response-effect-of-carbohydrate-mouth-rinse-concentration-2,"Clarke, N. D.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,1 Mar 2017
295,Obesity-induced decreases in muscle performance are not reversible by weight loss,https://pureportal.coventry.ac.uk/en/publications/obesity-induced-decreases-in-muscle-performance-are-not-reversibl,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis,Aug 2017
296,Objectively assessed physical activity and sedentary behaviour during pregnancy in Portuguese women: Differences between weekdays and weekends,https://pureportal.coventry.ac.uk/en/publications/objectively-assessed-physical-activity-and-sedentary-behaviour-du-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2017
297,Overcoming T. gondii infection and intracellular protein nanocapsules as biomaterials for ultrasonically controlled drug release,https://pureportal.coventry.ac.uk/en/publications/overcoming-t-gondii-infection-and-intracellular-protein-nanocapsu,,,1 Oct 2017
298,Pre-cooling moderately enhances visual discrimination during exercise in the heat,https://pureportal.coventry.ac.uk/en/publications/pre-cooling-moderately-enhances-visual-discrimination-during-exer-2,"Clarke, N. D.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,2017
299,Preschool staff and parents’ perceptions of preschool children’s physical activity and fundamental movement skills from an area of high deprivation: a qualitative study,https://pureportal.coventry.ac.uk/en/publications/preschool-staff-and-parents-perceptions-of-preschool-childrens-ph,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2017
300,Protein gels,https://pureportal.coventry.ac.uk/en/publications/protein-gels,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo,13 Nov 2017
301,Relationships Between Measures Of Physical Fitness Change When Age Dependent Bias Is Removed In A Group Of Young Male Soccer Players,https://pureportal.coventry.ac.uk/en/publications/relationships-between-measures-of-physical-fitness-change-when-ag-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james,1 Aug 2017
302,Scaling children’s waist circumference for differences in body size,https://pureportal.coventry.ac.uk/en/publications/scaling-childrens-waist-circumference-for-differences-in-body-siz,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,Nov 2017
